Species	A-0-2	A-0-3	A-0-4	A-0-5	A-3-2	A-3-3	A-3-4	A-3-5	A-4-2	A-4-3	A-4-4	A-4-5	A-5-2	A-5-3	A-5-4	A-5-5	A-6-2	A-6-3	A-6-4	A-6-5	B-0-1	B-0-2	B-0-3	B-0-5	B-3-1	B-3-2	B-3-3	B-3-5	B-4-1	B-4-2	B-4-3	B-4-5	B-5-1	B-5-2	B-5-3	B-5-5	B-6-1	B-6-2	B-6-3	B-6-5
species512	0.0883461	0.070618495	0.076045778	0.065089653	0.025046408	0.024462219	0.060933438	0.030294094	0.021667059	0.03945952	0.031774813	0.013626025	0.05770211	0.014279021	0.009097604	0.011316556	0.045523506	0.031562085	0.01697387	0.031373938	0.073599588	0.037339445	0.026160764	0.049797259	0.033733864	0.038789021	0.017168826	0.054059321	0.027271128	0.034019187	0.025351713	0.030889088	0.013852767	0.013485754	0.026237306	0.045239744	0.014428221	0.025903051	0.024204422	0.040255223
species513	0	0	0.003030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009090909	0.003030303	0.006060606	0	0	0	0	0	0	0.003030303	0	0.003030303	0	0	0	0	0	0	0	0
species514	0.008174387	0.011648558	0.01259123	0.00715768	0.002754821	0.00676819	0.007830963	0.015661926	0.007201689	0.023297115	0.019283747	0	0.005076142	0.011648558	0.007201689	0	0.004446868	0.021171568	0.004416843	0.011648558	0.009882475	0.010585784	0.002724796	0.001692047	0.006138916	0.018416747	0.012711331	0.00995651	0.010585784	0.015406101	0.003384095	0.015032652	0.003384095	0.006138916	0.007830963	0.022234342	0.007201689	0	0.007830963	0.002754821
species515	0.021260997	0.016129032	0.023460411	0.025659824	0.000733138	0	0	0	0	0	0	0	0	0.000733138	0.002199413	0.002932551	0	0	0.000733138	0	0.002932551	0.002932551	0.000733138	0.002932551	0	0	0	0	0.002199413	0	0	0	0	0	0	0	0	0	0	0
species516	0	0	0	0	0	0.003194888	0.006389776	0.006389776	0.006389776	0	0	0	0	0.003194888	0.012779553	0.006389776	0	0.003194888	0	0	0	0	0	0	0.003194888	0.006389776	0.003194888	0	0.006389776	0	0.003194888	0.006389776	0.006389776	0	0	0.003194888	0.003194888	0	0	0.003194888
species517	0.001510574	0.009551068	0	0.014035088	0.015338937	0.004728132	0.037970303	0.035163765	0.03419648	0.023156456	0.065088965	0.013595166	0.022339363	0.020012083	0.032188448	0.073414141	0.046833517	0.0264654	0.047395116	0.022910117	0.001510574	0.001510574	0.001510574	0.001510574	0.018670288	0.028126553	0.033699022	0.036195191	0.014129411	0.051045992	0.054455669	0.033840446	0.019870659	0.027957774	0.033183364	0.026803234	0.028614856	0.033698856	0.024439168	0.021166623
species518	0.003154574	0.013339691	0.025957988	0.009463722	0	0	0.001652893	0	0	0	0	0	0	0.001652893	0	0	0	0.003875969	0.001652893	0	0.007030543	0	0	0.003875969	0.001652893	0	0	0.003305785	0.005528862	0	0	0	0.00661157	0.008264463	0.012140432	0.004958678	0	0.004958678	0.00661157	0
species519	0.035411477	0.03828504	0.043563218	0.017701149	0	0.003333333	0.011361502	0	0.003333333	0.003333333	0.012413793	0	0.005747126	0.006666667	0.007201101	0	0.007518797	0.005012531	0.005839599	0	0.063678161	0.015296534	0.032537914	0.033457454	0.004694836	0.003333333	0	0	0	0.006666667	0	0.003333333	0.009389671	0	0.003333333	0	0.012531328	0.009707367	0.007518797	0.012898626
species520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003571429	0	0	0.005899705	0.01179941	0.002949853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007142857	0	0	0
species521	0.219503271	0.195743473	0.209248998	0.203110368	0.334562016	0.35092839	0.437258109	0.388727889	0.464816093	0.480768821	0.466725652	0.375408629	0.270542772	0.295110969	0.444468202	0.362762671	1.490125328	1.460739192	1.888542407	1.736623118	0.274850163	0.127022721	0.133708454	0.176432545	0.33423957	0.277868618	0.33407735	0.372566216	1.331882139	1.505563166	3.010023499	1.01343989	0.324886461	0.30412363	0.671031806	0.283551212	0.285871969	0.341282708	0.388577729	0.42293428
species522	0.007956438	0.014682896	0.012440743	0.013055734	0.005099295	0.010198591	0	0	0	0	0	0.005099295	0.007956438	0.005714286	0.013670724	0.013055734	0.010198591	0.010198591	0.010198591	0.005099295	0.010813581	0.005099295	0.025496477	0	0	0	0	0.005099295	0	0	0	0.007956438	0	0	0	0	0.010198591	0	0.015297886	0
species523	0.031525901	0.026785714	0.031902634	0.032926462	0.00297619	0.008928571	0.00140056	0	0	0.004376751	0.004936975	0.00297619	0.00297619	0	0.00140056	0.004936975	0	0.00297619	0	0	0.056617647	0.031057423	0.039635854	0.030685565	0	0.00297619	0	0.00297619	0.00297619	0	0	0	0.005952381	0	0.005952381	0	0	0.00297619	0	0.00280112
species524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005747126	0.005747126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species525	0	0	0.003484321	0	0	0	0.018370797	0	0.011293066	0.003484321	0	0	0.004016064	0	0.019524465	0.003460208	0.001890359	0	0.003780718	0.006920415	0.020508515	0	0.003460208	0.003484321	0	0	0	0.004016064	0.003460208	0	0	0	0	0.003780718	0.003460208	0.003460208	0.001890359	0.025045361	0.007561437	0.015358219
species526	0.00729927	0.003649635	0.003649635	0.00729927	0	0	0	0	0	0	0.003649635	0	0.02919708	0.003649635	0.00729927	0.003649635	0	0.003649635	0.003649635	0.00729927	0.00729927	0.003649635	0.00729927	0	0.003649635	0	0	0	0	0.003649635	0	0	0	0.003649635	0	0	0	0.00729927	0	0.003649635
species527	0.001754386	0.001754386	0	0.00877193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001754386	0	0.001754386	0	0.001754386	0	0	0.022807018	0.014035088	0.033333333	0.043859649	0	0	0	0.003508772
species528	0.055521085	0.046362735	0.051058207	0.038519708	0.005747126	0.001044932	0.006792059	0.00936707	0.005038065	0.002089864	0	0.002873563	0.005747126	0.004254366	0.008583371	0.003759398	0.004804331	0.003918495	0.002283105	0.002164502	0.043827383	0.024755412	0.031475551	0.025293293	0.00862069	0	0.003918495	0.01938624	0.007939127	0.003759398	0.003759398	0	0.003205128	0	0.003759398	0.005747126	0.00936707	0.007518797	0	0
species529	0.019028331	0.032316756	0.010775862	0.014003206	0.008461552	0	0.006872852	0	0.006465517	0	0	0	0.019396552	0.002155172	0.002155172	0	0.006465517	0.004310345	0.002155172	0.009901943	0.018929968	0.005025126	0.006465517	0	0.002155172	0	0.005948989	0.005591599	0	0.003436426	0.005591599	0.009028025	0.002155172	0	0.003759398	0.010632251	0.008069743	0.006872852	0.005914571	0.004310345
species530	0.018639543	0.016330074	0.021003609	0.026831878	0.001915709	0.00678127	0.009318555	0.016252404	0.002309469	0	0.009058566	0	0.008297592	0.001915709	0.004865561	0	0.00843699	0.041150806	0.02263804	0.00843699	0.023531467	0.015284534	0.009292473	0.015229937	0	0.001915709	0.007796606	0.015579847	0.004865561	0.01521826	0.004986152	0	0	0.010352699	0.023293663	0.002949853	0.006677614	0.007402846	0.001915709	0.007936005
species531	0.00671625	0	0	0	0	0.003267974	0.011100745	0	0.006472492	0.026814801	0.003236246	0.003745318	0.013692709	0.006846354	0.013692709	0.003610108	0.00671625	0	0.003236246	0.0100826	0.009984224	0.027342343	0.003267974	0	0.006846354	0	0	0.010726883	0	0.00671625	0.010326358	0.007220217	0.01029463	0.027520627	0.006846354	0.013252197	0	0	0.003610108	0.034443801
species532	5.595006835	5.655107926	4.786309491	4.592839515	0.006024947	0.016094437	0.053043258	0.03384015	0.284290556	0.586966216	0.322070629	0.280718686	0.086982159	0.044389692	0.075532297	0.050291187	0.099665173	0.186379848	0.045887937	0.070299572	11.61074987	5.794703917	6.029806997	6.693654265	0.049124922	0.043511888	0.05183853	0.041341047	0.027575332	0.045693594	0.04407021	0.043663653	0.029150678	0.03748606	0.063297134	0.055004039	0.026096763	0.054515769	0.072635707	0.046781495
species533	0	0	0	0.004662005	0.006993007	0.002331002	0.004662005	0.002331002	0.018527864	0.006993007	0.014971283	0.002331002	0	0.009324009	0.004662005	0	0.003981167	0.006993007	0.009324009	0.002331002	0	0	0	0.002331002	0.011655012	0.006993007	0.006993007	0.004662005	0.006993007	0.004662005	0.004662005	0.006993007	0.006993007	0.009748596	0.025641026	0.02196429	0.043768874	0.014539028	0.024735959	0.056969467
species534	3.544582858	3.590897718	2.907241082	2.60802911	0.009653265	0.026142363	0.04140095	0.042510011	0.144012043	0.37395653	0.163589005	0.156744319	0.021513627	0.041135816	0.024745132	0.037759177	0.065446653	0.151574518	0.047759499	0.050502433	6.538432568	3.513794542	3.512764585	3.86489906	0.048397572	0.059726032	0.031170287	0.068641665	0.031163365	0.021061065	0.048481911	0.042780051	0.037833658	0.028221974	0.045967121	0.044646249	0.019536984	0.047441203	0.057230378	0.023276775
species535	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007462687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003731343	0	0	0	0	0	0
species536	0	0	0	0	0.003401361	0.009779951	0.004889976	0.004889976	0	0.010736324	0.007334963	0.004889976	0.002444988	0	0.002444988	0.003401361	0.01605043	0	0	0	0	0	0	0	0	0	0.002444988	0.002444988	0.005846348	0.002444988	0.004889976	0.004889976	0.005846348	0.002444988	0.002444988	0.003401361	0	0	0.004889976	0.002444988
species537	0.010917874	0.006993007	0	0.011515827	0.021274281	0.011437451	0.013986014	0.003496503	0.005718726	0.019052059	0.01048951	0.011437451	0.003496503	0.006666667	0.003496503	0	0.028593629	0.007940948	0.004444444	0.002222222	0	0	0	0	0.007940948	0.007940948	0.008888889	0.018104118	0	0.004444444	0.003496503	0.004444444	0.007940948	0.009215229	0.011437451	0.005718726	0.005718726	0	0.005718726	0
species538	0.010416667	0	0	0.006944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species539	0	0.003367003	0.003367003	0	0	0	0	0	0	0	0	0	0	0	0	0.013468013	0	0	0	0	0	0.003367003	0.006734007	0.003367003	0	0.003367003	0	0	0	0	0	0	0	0	0.003367003	0	0	0	0	0
species540	0.011925043	0.005110733	0.01362862	0.010221465	0.007722008	0	0	0	0.003861004	0	0	0	0	0	0	0	0	0	0	0	0.005110733	0.00681431	0.003407155	0.011925043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species541	0.012345679	0.020576132	0.010288066	0.004115226	0	0	0	0	0	0	0.012012012	0	0	0	0	0	0	0	0	0.006006006	0.024691358	0.00617284	0.00617284	0.00617284	0	0.002057613	0.006006006	0	0	0	0	0	0.003003003	0	0.006006006	0.003003003	0.003003003	0	0	0.006006006
species542	0.005739069	0.008797173	0.014536242	0.013781965	0.003058104	0	0	0	0	0	0.002680965	0	0	0	0	0	0	0.00536193	0	0	0.014159103	0.011478138	0.008042895	0.008797173	0	0.006116208	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species543	0	0	0	0	0	0.01025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015384615	0	0	0	0	0	0	0	0	0	0	0.005128205	0	0	0	0
species544	0.006688269	0.011257893	0.012540609	0.03188394	0.002118644	0.002118644	0.023823816	0.002118644	0.004385965	0	0.007902958	0.009139249	0.049933533	0.024569624	0.003448276	0.01059322	0.020273089	0.011466176	0.009015196	0.016986181	0.031655035	0.011257893	0.050265869	0.015827517	0	0.0080179	0.004569624	0.004569624	0.007970985	0	0.004569624	0.004569624	0.016986181	0.013192878	0.006849636	0.004569624	0.002118644	0.015873943	0.006688269	0.004237288
species545	0.01793722	0.01793722	0.004484305	0.004484305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004484305	0.00896861	0.013452915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species546	0.01915018	0.020695242	0.019813017	0.003021148	0	0	0	0	0	0	0	0	0	0.003021148	0	0	0	0	0	0	0.015246807	0.008325401	0.002283105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species547	0.007490637	0.003745318	0.011235955	0.003745318	0.003745318	0.003745318	0.003745318	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003745318	0	0.007490637	0.003745318	0	0	0	0	0	0	0.003745318	0	0.003745318	0	0	0	0	0	0	0
species548	0.003921569	0	0.003921569	0.003921569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003787879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species549	0.013598451	0.023149496	0.011514946	0.026140091	0.000937207	0.004975124	0	0.005912332	0	0.005376344	0	0	0	0.001934216	0.007751938	0.01191415	0.001026694	0.004975124	0.004835324	0.003875969	0.027256272	0.019430353	0.016619163	0.02242138	0	0.009950249	0.001963901	0.015503876	0.003868432	0	0	0	0.003875969	0.001934216	0	0	0	0	0.004975124	0
species550	0.037824311	0.037004208	0.025680118	0.027009223	0.041677138	0.033986326	0.072187286	0.064482383	0.044075474	0.06282915	0.069290665	0.064747882	0.057729082	0.088238438	0.067020503	0.071105822	0.047643488	0.045416447	0.092879984	0.083203929	0.060330006	0.038166327	0.037737271	0.056242635	0.085945672	0.065663756	0.069345059	0.073001793	0.045202152	0.052612963	0.064589146	0.027318753	0.065950846	0.050368074	0.093212779	0.08976595	0.020658798	0.033612682	0.033869325	0.077055362
species551	0	0.003164557	0	0	0.003164557	0.003164557	0	0.003164557	0	0	0	0	0.003164557	0.012658228	0.006329114	0.009493671	0	0	0.003164557	0	0	0	0	0	0.003164557	0.006329114	0	0	0	0	0	0	0	0	0.006329114	0	0	0.003164557	0	0
species552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007692308	0	0	0	0	0	0	0	0	0	0	0	0	0
species553	0.004385965	0.007220217	0.025826337	0.019381977	0.01716943	0	0	0.010830325	0.007220217	0.007220217	0	0.007220217	0	0.003610108	0.010830325	0	0.007220217	0.003610108	0.003610108	0.010389769	0.028374185	0.011606182	0	0	0.007220217	0	0	0	0.003610108	0	0.003389831	0	0.003610108	0.007220217	0	0.007220217	0	0	0.003610108	0
species554	0.009404389	0.003134796	0.009404389	0	0	0.003891051	0	0	0	0	0	0	0	0	0	0	0	0	0.003891051	0	0.006269592	0.022699828	0.003134796	0.003134796	0	0.003134796	0.003891051	0	0	0	0	0	0	0	0.003134796	0.003846154	0	0	0	0.010160643
species555	0.002096436	0	0	0.002096436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01048218	0	0.004192872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species556	0	0	0	0	0	0	0.006779661	0	0.006779661	0	0	0.010169492	0.010169492	0.003389831	0	0.010169492	0.010169492	0.003389831	0.003389831	0.006779661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006779661	0
species557	0.013756614	0.038665039	0.00968661	0.015954416	0.005291005	0.004232804	0.011640212	0.005291005	0.005291005	0.006349206	0.014814815	0.017989418	0.012698413	0.006349206	0.007407407	0.004232804	0.004232804	0.012698413	0.006349206	0.016931217	0.043956044	0.00960521	0.012861213	0.021408221	0.00952381	0.002116402	0.008465608	0.008465608	0.006349206	0.006349206	0.007407407	0.006349206	0.007407407	0.006349206	0.002116402	0.008465608	0.002116402	0.008465608	0.002116402	0.007407407
species558	0.031609742	0.040584982	0.023585021	0.030306609	0	0	0	0	0	0.004140787	0	0	0	0	0.003289474	0	0	0.004140787	0	0	0.042086046	0.034273546	0.027168669	0.036403576	0	0.001302083	0	0	0	0	0	0	0	0	0	0.002604167	0	0	0	0
species559	0.003076923	0.023725891	0.014749263	0.023852961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027565237	0.006026776	0.020776038	0.023852961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species560	0.006315789	0.006315789	0.008421053	0.007017544	0	0.000701754	0	0	0	0.002304147	0	0	0.002304147	0	0.004608295	0	0.006912442	0.004608295	0.00921659	0.002304147	0.015438596	0.004912281	0.010526316	0.009824561	0.002304147	0	0.002304147	0	0	0	0.002304147	0.002304147	0	0.002304147	0.002304147	0.00921659	0.002304147	0	0	0
species561	0.003508772	0	0	0	0	0	0	0	0.010395922	0	0	0	0.003378378	0	0	0	0	0	0.014035088	0	0	0	0	0	0	0	0	0	0.003508772	0	0	0	0	0.006756757	0.003508772	0	0	0	0	0.003378378
species562	0.027434064	0.009779951	0.014939526	0.018472208	0	0.009779951	0	0	0.002444988	0	0	0	0	0.004889976	0.002444988	0	0	0.002444988	0	0	0.004889976	0	0	0.002444988	0	0	0	0	0	0.002444988	0	0	0	0	0.002444988	0	0	0	0	0
species563	0.008196721	0.016393443	0.004098361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004098361	0	0.012295082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species564	0	0.004385965	0.00877193	0.004385965	0.020646128	0.009806019	0	0.002710027	0.019496409	0.02762649	0.018462319	0.013550136	0.013550136	0.016786381	0.011366327	0.02762649	0.016260163	0.021680217	0.010840108	0.008130081	0.00877193	0.004385965	0.004385965	0	0.01897019	0.01897019	0.002710027	0.016260163	0.010840108	0.005420054	0.008130081	0.005420054	0.01897019	0.016260163	0.01897019	0.003236246	0.010840108	0	0.008130081	0.010840108
species565	0.026781758	0.016874188	0.039655887	0.027300883	0.017793838	0.028373908	0.022010923	0.009356896	0.035774568	0.012124065	0.041610164	0.015897649	0.036907593	0.035658279	0.021803207	0.029795186	0.032180366	0.045433888	0.030743944	0.040791897	0.021496746	0.017090234	0.011202884	0.007992132	0.018048311	0.021527991	0.034331599	0.024734615	0.043126006	0.019879739	0.036401844	0.027873168	0.022706099	0.029298001	0.047392422	0.030125545	0.024860009	0.023592311	0.057354075	0.014630988
species566	0.087263786	0.075119306	0.066889444	0.075970317	0.18998567	0.13797667	0.243871344	0.21335035	0.186942108	0.161934896	0.20278635	0.157750135	0.270700944	0.366847564	0.25011576	0.37897085	0.260836797	0.289062716	0.320734187	0.292223751	0.103729411	0.057355371	0.051774408	0.090219358	0.220165622	0.199367193	0.174522535	0.234929629	0.159195189	0.201453429	0.184197753	0.198013432	0.224905803	0.205900613	0.290614145	0.211520587	0.170321688	0.189100655	0.186471798	0.18600347
species567	0	0	0	0	0.009799106	0.004319654	0.011379035	0	0.01353045	0.002739726	0	0.012942139	0.010379005	0.012370652	0.014530479	0.019589801	0.019009902	0.010958904	0.008050998	0.016690307	0	0	0	0	0.008219178	0	0.004319654	0.006471069	0.00589117	0.01353045	0.004899553	0.003731343	0.017850104	0.008639309	0.025489383	0.01119403	0.002739726	0.006479482	0.011379035	0.009881835
species568	0	0	0	0	0.014600464	0.002688172	0.00570932	0.009259259	0.006354394	0.009042566	0.003367003	0.012539122	0.009259259	0.011730738	0.04270621	0.015396959	0.009375542	0.009193988	0.014817157	0.012708787	0	0	0	0	0.009128716	0.00308642	0.011730738	0.012063714	0.014020662	0.014998712	0.025615633	0.014119692	0.002688172	0.016257345	0.029569043	0.00617284	0	0.006734007	0.008064516	0.003021148
species569	0.003584229	0	0.007168459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007168459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009036145	0.003012048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species571	0	0	0.003436426	0	0	0	0.003436426	0	0.003436426	0.003436426	0.006872852	0.003436426	0.006872852	0.003436426	0.003436426	0.010309278	0	0.003436426	0.003436426	0	0	0.003436426	0	0	0.006872852	0	0	0	0	0	0.003436426	0	0	0	0	0.003436426	0.010309278	0	0	0
species572	0	0	0	0	0.002967359	0	0	0	0	0	0	0	0	0.002967359	0	0	0.002967359	0.002967359	0.002967359	0	0	0	0	0	0	0.002967359	0	0.002967359	0	0.002967359	0.008902077	0	0.002967359	0.002967359	0.002967359	0.002967359	0.002967359	0.002967359	0.002967359	0.005934718
species573	0.00955414	0.01910828	0.003184713	0.012738854	0.006369427	0	0	0	0.003184713	0	0	0	0	0	0	0	0	0	0	0	0.006369427	0	0.003184713	0.003184713	0	0	0	0.003184713	0	0	0	0	0	0	0	0	0.00955414	0	0	0
species574	0.719915891	0.829584959	0.689987447	0.772916612	0.558693401	0.552332288	0.687587752	0.56465558	0.471764866	0.524124968	0.501237671	0.448795986	0.737767002	0.606292418	0.703364003	0.683794594	0.584895383	0.599833976	0.664616918	0.556181699	1.16857536	0.561569991	0.563907223	0.653400565	0.624111187	0.34762937	0.473360642	0.507764804	0.426821591	0.488126461	0.618511879	0.477129303	0.565402917	0.550568398	0.77478811	0.631326207	0.532482902	0.486980373	0.52049416	0.506054887
species575	0.021129417	0.010146167	0.029058697	0.011820331	0	0	0	0	0	0.004728132	0	0	0	0	0.004728132	0.003891051	0	0	0	0	0.016548463	0.002364066	0.014184397	0.009456265	0	0	0	0	0	0	0	0	0	0	0.002364066	0	0	0	0	0
species576	0.011070413	0.014705882	0	0	0	0	0	0.003717472	0	0	0	0	0	0	0	0	0	0	0	0.003676471	0.011152416	0.003676471	0	0	0	0	0	0	0	0	0	0	0.003717472	0.003676471	0	0	0	0	0	0
species577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007633588	0	0	0.003816794	0	0	0	0	0	0	0	0	0.003816794	0	0	0	0	0	0	0	0	0	0	0
species578	0.006615825	0.011019284	0.005509642	0.003861004	0.009112586	0.020146433	0	0.006593407	0.005509642	0.002197802	0.025457758	0.002197802	0.002754821	0.012674631	0.004395604	0.008264463	0.014087627	0.008264463	0.01585147	0.019398952	0.006615825	0.002754821	0	0.011019284	0.004952623	0	0.004395604	0.009669604	0.006593407	0.025877153	0.007150425	0.004395604	0.002754821	0.002197802	0.014087627	0.023734813	0.005509642	0.018546548	0	0.005509642
species579	0.001564945	0.004694836	0	0.00312989	0.001564945	0	0.001564945	0.001564945	0.001564945	0	0.007824726	0	0.00312989	0.006259781	0.001564945	0	0	0	0	0.004694836	0.029733959	0.007824726	0.00312989	0.012519562	0	0.00312989	0	0	0	0.001564945	0.001564945	0	0	0	0	0	0	0.001564945	0	0
species580	0	0	0	0	0	0	0.003802281	0	0	0	0	0	0	0	0	0.015444015	0	0.005479452	0	0	0	0	0	0	0.007663285	0.003802281	0.003802281	0.006542007	0.002739726	0.00660073	0.013142737	0.006542007	0.003802281	0	0.002739726	0.01369863	0.003802281	0.002739726	0.002739726	0
species581	0	0	0	0	0	0	0	0	0.005970149	0	0	0	0.002985075	0	0.003875969	0	0	0	0.006861044	0	0	0.003875969	0	0	0	0	0.003875969	0.003875969	0.005970149	0	0.002985075	0.003875969	0	0.003875969	0.003875969	0.010737013	0	0	0.007751938	0.003875969
species582	0.014403292	0.022577113	0.015403783	0.010288066	0	0	0	0	0	0	0	0	0	0.004444444	0	0	0	0	0	0	0.017404765	0.005115717	0.002057613	0.009174312	0.008888889	0	0	0	0	0.004444444	0.004444444	0	0.004444444	0	0	0.004444444	0	0	0	0
species583	0.00549853	0.015334596	0.008196721	0.023770492	0	0	0	0	0	0.001639344	0.001639344	0	0	0	0	0	0.000819672	0.000819672	0	0	0.006079027	0	0.000819672	0.003859186	0.000819672	0.000819672	0	0.001639344	0	0.000819672	0	0	0	0	0	0	0.002459016	0	0	0
species584	0.010495572	0.024288675	0.006896552	0.027322404	0	0.006016323	0	0	0.005545604	0	0.003246753	0	0	0	0.018587361	0.003717472	0.003717472	0	0.017168739	0	0	0.005031091	0	0.013227812	0	0	0.002298851	0.007434944	0	0.008315173	0.006964225	0	0.006964225	0.010210979	0	0.003246753	0	0.006493506	0.019951238	0
species585	0.002906977	0.011627907	0.005813953	0	0	0	0	0.002906977	0	0	0	0	0	0	0	0	0	0	0	0	0.005813953	0.005813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species586	0.02830772	0.005329341	0.003992016	0.005988024	0.004507889	0.010518407	0.006503897	0.010019162	0.006010518	0.006010518	0.006262588	0.015782505	0.009767092	0.012772352	0.007513148	0.009015778	0.009267847	0.009267847	0.015777611	0.013523666	0.018735347	0.007984032	0.007984032	0.005842162	0.011521792	0.010518407	0.003756574	0.010846481	0.010518407	0.011269722	0.003756574	0.004507889	0.014274981	0.012273107	0.011269722	0.007513148	0.007765218	0.012525176	0.020377012	0.011269722
species587	0	0	0	0	0.002493766	0.001246883	0.001246883	0.001246883	0.003740648	0.001246883	0.006234414	0.001246883	0.004987531	0.006234414	0.004987531	0.001246883	0.003740648	0	0.004987531	0.004987531	0.001246883	0	0	0	0.003740648	0.004987531	0	0.004987531	0.00872818	0.011221945	0.002493766	0.003740648	0.004987531	0.004987531	0.006234414	0.003740648	0.004987531	0.001246883	0.003740648	0.002493766
species588	0.014977528	0.007556675	0.010075567	0.010075567	0	0	0	0	0	0	0	0	0.003846154	0.003846154	0	0	0.003846154	0.003846154	0	0	0.01511335	0	0.002518892	0.007556675	0	0	0	0	0	0	0.011538462	0	0.007692308	0	0.003846154	0	0	0	0	0
species589	0.013927577	0.008356546	0	0.005571031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019498607	0.011142061	0.005571031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species590	0.002212389	0.014155965	0.005971788	0.011943576	0.004424779	0.002212389	0.002212389	0	0.006789702	0	0	0.006060606	0	0	0.006637168	0	0.008849558	0.012608956	0.012608956	0.011061947	0.023005523	0.002212389	0.008184177	0.008184177	0.002212389	0	0	0	0.011879861	0.002212389	0.005242692	0.005971788	0.004424779	0.005242692	0.010485385	0.005242692	0.007518797	0.002212389	0.011061947	0.007455082
species591	0	0	0	0	0	0.007092199	0	0	0.003546099	0.003546099	0.003546099	0	0	0	0	0	0.003546099	0	0.007092199	0	0	0	0	0	0.010638298	0	0	0	0	0.007092199	0	0	0	0.003546099	0.003546099	0	0.003546099	0.003546099	0	0.003546099
species592	0.027322617	0.028403792	0.039995654	0.012587126	0.002053388	0.004373574	0	0.008747147	0.002053388	0	0	0	0	0	0	0.004373574	0	0.004373574	0	0	0.033410856	0.016364246	0.017250549	0.017955964	0	0	0	0	0.006426962	0.002053388	0	0	0	0.004373574	0	0	0	0	0	0
species593	0.018800111	0.012075364	0.014749263	0.008849558	0	0	0	0	0	0.002898551	0	0	0	0	0	0	0	0	0	0	0.002949853	0.01179941	0.005899705	0.002949853	0	0	0	0	0	0.002898551	0	0	0	0	0.008695652	0	0	0	0.005899705	0
species594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009321194	0	0.016567571	0.015793385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species595	0.033064378	0.012998056	0.026711146	0.05398561	0	0	0	0	0	0	0.002369668	0	0	0	0	0	0	0	0	0	0.003091125	0.003724682	0.005420054	0.005079695	0	0	0.002369668	0	0	0	0	0	0	0	0	0	0.001736111	0	0	0
species596	0.019977802	0.017758047	0.018867925	0.004439512	0	0	0	0	0	0	0	0	0	0	0	0	0.001109878	0	0	0	0.002219756	0	0.003329634	0.002219756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species597	0.007490637	0.022587596	0.007606322	0.007606322	0.003861004	0.003861004	0.003861004	0	0	0	0	0	0	0	0	0	0	0	0.003861004	0	0.030425289	0	0	0.003745318	0	0	0	0	0	0	0	0	0	0	0	0.003861004	0	0	0	0
